Name,Price,Link,Description,Offers,Product website,Specification
ARTLINE Gaming X96 Windows 11 Home (X96v78Win),105 735 – 109 629 грн,https://hotline.ua/ua/computer-nastolnye-kompyutery/artline-gaming-x96-windows-11-home-x96v78win/,"Десктоп AMD Ryzen 9 5900X 3,7 ГГц ОЗП: 32 ГБ DDR4-3600 SSD: 1000 ГБ Графічний адаптер: NVIDIA GeForce RTX 4080 SUPER 16 ГБ Рік 02.2024",15,N/A,"Бренд:
ARTLINE
Тип:
Десктоп
Чіпсет:
AMD B550
Процесор
Тип процесора:
AMD Ryzen 9 5900X
Частота, GHz:
3,7
Кількість ядер:
12
Операційна система
Встановленою ОС:
Windows 11 Home
Оперативна пам'ять
Обсяг оперативної пам'яті, ГБ:
32
Стандарт:
DDR4-3600
Накопичувачі
Обсяг SSD, ГБ:
1000
Інтерфейс:
NVMe
Графічний адаптер
Графічний чіпсет:
NVIDIA GeForce RTX 4080 SUPER
Об'єм пам'яті, ГБ:
16
Тип пам'яті:
GDDR6X
Оснащення
Звуковий контролер:
Інтегрований
Зовнішні порти:
1xDisplayPort, 1xHDMI 2.0, 1xRealtek 2.5Gb Ethernet port, 2xUSB 3.2 Gen 2 (Type-A), 3xUSB 3.2 Gen 1 (Type-A), 2xUSB 2.0 (Type-A), 1xOptical S/PDIF out, Audi
Мережевий адаптер:
10/100/1000/2500
Інше
Потужність БЖ, ВА/Вт:
850"
ARTLINE Gaming X96WHITE (X96WHITEv82),108 254 – 112 242 грн,https://hotline.ua/ua/computer-nastolnye-kompyutery/artline-gaming-x96white-x96whitev82/,"Десктоп AMD Ryzen 7 7800X3D 4,2 ГГц ОЗП: 32 ГБ DDR5-6000 SSD: 1000 ГБ Графічний адаптер: NVIDIA GeForce RTX 4080 SUPER 16 ГБ 802.11ax, Bluetooth 5.2 Рік 02.2024",14,N/A,"Бренд:
ARTLINE
Тип:
Десктоп
Чіпсет:
AMD B650
Процесор
Тип процесора:
AMD Ryzen 7 7800X3D
Частота, GHz:
4,2
Кількість ядер:
8
Операційна система
Встановленою ОС:
Без ОС
Оперативна пам'ять
Обсяг оперативної пам'яті, ГБ:
32
Стандарт:
DDR5-6000
Накопичувачі
Обсяг SSD, ГБ:
1000
Інтерфейс:
NVMe
Графічний адаптер
Графічний чіпсет:
NVIDIA GeForce RTX 4080 SUPER
Об'єм пам'яті, ГБ:
16
Тип пам'яті:
GDDR6X
Оснащення
Звуковий контролер:
Інтегрований
Зовнішні порти:
1xDisplayPort, 1xHDMI, 1xRealtek 2.5Gb Ethernet port, 2xUSB 3.2 Gen 2 (Type-A), 1xUSB 3.2 Gen 2x2 port (Type-C), 1xUSB 3.2 Gen 2 port (Type-C), 4xUSB 2. Audio 3.5mm
Мережевий адаптер:
10/100/1000/2500
Бездротові комунікації:
802.11ax, Bluetooth 5.2
Інше
Потужність БЖ, ВА/Вт:
850"
ARTLINE Gaming Y60 (Y60v36Win),138 347 – 143 442 грн,https://hotline.ua/ua/computer-nastolnye-kompyutery/artline-gaming-y60-y60v36win/,"Десктоп Intel Core i7-14700KF 3,4 ГГц ОЗП: 64 ГБ DDR5-6000 SSD: 2000 ГБ Графічний адаптер: NVIDIA GeForce RTX 4080 SUPER 16 ГБ 802.11ax, Bluetooth 5.3 Рік 03.2024",15,N/A,"Бренд:
ARTLINE
Тип:
Десктоп
Чіпсет:
Intel Z790
Процесор
Тип процесора:
Intel Core i7-14700KF
Частота, GHz:
3,4
Кількість ядер:
20
Операційна система
Встановленою ОС:
Windows 11 Home
Оперативна пам'ять
Обсяг оперативної пам'яті, ГБ:
64
Стандарт:
DDR5-6000
Накопичувачі
Обсяг SSD, ГБ:
2000
Інтерфейс:
NVMe
Графічний адаптер
Графічний чіпсет:
NVIDIA GeForce RTX 4080 SUPER
Об'єм пам'яті, ГБ:
16
Тип пам'яті:
GDDR6X
Оснащення
Звуковий контролер:
Інтегрований
Зовнішні порти:
1xDisplayPort, 1xHDMI, 1xIntel 2.5Gb Ethernet port, 1xUSB 3.2 Gen 2x2 (Type-C), 2xUSB 3.2 Gen 2 (Type-A), 1xUSB 3.2 Gen 2 (Type-C), 4xUSB 3.2 Gen 1 (Type-C) Audio 3.5mm
Мережевий адаптер:
Інтегрований
Бездротові комунікації:
802.11ax, Bluetooth 5.3
Інше
Потужність БЖ, ВА/Вт:
1000"
ARTLINE Gaming TANK (TANKv23),107 204 – 111 150 грн,https://hotline.ua/ua/computer-nastolnye-kompyutery/artline-gaming-tank-tankv23/,"Десктоп AMD Ryzen 7 7800X3D 4,2 ГГц ОЗП: 32 ГБ DDR5-6000 SSD: 1000 ГБ Графічний адаптер: NVIDIA GeForce RTX 4080 SUPER 16 ГБ 802.11ax, Bluetooth 5.2 Рік 02.2024",14,N/A,"Бренд:
ARTLINE
Тип:
Десктоп
Чіпсет:
AMD B650
Процесор
Тип процесора:
AMD Ryzen 7 7800X3D
Частота, GHz:
4,2
Кількість ядер:
8
Операційна система
Встановленою ОС:
Без ОС
Оперативна пам'ять
Обсяг оперативної пам'яті, ГБ:
32
Стандарт:
DDR5-6000
Накопичувачі
Обсяг SSD, ГБ:
1000
Інтерфейс:
NVMe
Графічний адаптер
Графічний чіпсет:
NVIDIA GeForce RTX 4080 SUPER
Об'єм пам'яті, ГБ:
16
Тип пам'яті:
GDDR6X
Оснащення
Звуковий контролер:
Інтегрований
Зовнішні порти:
2xDisplayPort, 1xHDMI, 1xRealtek 2.5Gb Ethernet port, 1xUSB 3.2 Gen 2 port (Type-A), 1xUSB 3.2 Gen 2 port (Type-C), 2xUSB 3.2 Gen 1 (Type-A), 4xUSB 2.0 (Type Audio 3.5mm
Мережевий адаптер:
10/100/1000/2500
Бездротові комунікації:
802.11ax, Bluetooth 5.2
Інше
Потужність БЖ, ВА/Вт:
850"
ARTLINE Gaming X96 Windows 11 Home (X96v77Win),108 030 – 112 008 грн,https://hotline.ua/ua/computer-nastolnye-kompyutery/artline-gaming-x96-windows-11-home-x96v77win/,"Десктоп AMD Ryzen 9 5900X 3,7 ГГц ОЗП: 32 ГБ DDR4-3600 SSD: 2000 ГБ Графічний адаптер: NVIDIA GeForce RTX 4080 SUPER 16 ГБ Рік 02.2024",15,N/A,"Бренд:
ARTLINE
Тип:
Десктоп
Чіпсет:
AMD B550
Процесор
Тип процесора:
AMD Ryzen 9 5900X
Частота, GHz:
3,7
Кількість ядер:
12
Операційна система
Встановленою ОС:
Windows 11 Home
Оперативна пам'ять
Обсяг оперативної пам'яті, ГБ:
32
Стандарт:
DDR4-3600
Накопичувачі
Обсяг SSD, ГБ:
2000
Інтерфейс:
NVMe
Графічний адаптер
Графічний чіпсет:
NVIDIA GeForce RTX 4080 SUPER
Об'єм пам'яті, ГБ:
16
Тип пам'яті:
GDDR6X
Оснащення
Звуковий контролер:
Інтегрований
Зовнішні порти:
1xDisplayPort, 1xHDMI 2.0, 1xRealtek 2.5Gb Ethernet port, 2xUSB 3.2 Gen 2 (Type-A), 3xUSB 3.2 Gen 1 (Type-A), 2xUSB 2.0 (Type-A), 1xOptical S/PDIF out, Audi
Мережевий адаптер:
10/100/1000/2500
Інше
Потужність БЖ, ВА/Вт:
850"
ARTLINE Gaming X96 (X96v79),115 366 – 119 613 грн,https://hotline.ua/ua/computer-nastolnye-kompyutery/artline-gaming-x96-x96v79/,"Десктоп AMD Ryzen 9 5950X 3,4 ГГц ОЗП: 64 ГБ DDR4-3600 SSD: 2000 ГБ Графічний адаптер: NVIDIA GeForce RTX 4080 SUPER 16 ГБ Рік 02.2024",15,N/A,"Бренд:
ARTLINE
Тип:
Десктоп
Чіпсет:
AMD B550
Процесор
Тип процесора:
AMD Ryzen 9 5950X
Частота, GHz:
3,4
Кількість ядер:
16
Операційна система
Встановленою ОС:
Без ОС
Оперативна пам'ять
Обсяг оперативної пам'яті, ГБ:
64
Стандарт:
DDR4-3600
Накопичувачі
Обсяг SSD, ГБ:
2000
Інтерфейс:
NVMe
Графічний адаптер
Графічний чіпсет:
NVIDIA GeForce RTX 4080 SUPER
Об'єм пам'яті, ГБ:
16
Тип пам'яті:
GDDR6X
Оснащення
Звуковий контролер:
Інтегрований
Зовнішні порти:
1xDisplayPort, 1xHDMI 2.0, 1xRealtek 2.5Gb Ethernet port, 2xUSB 3.2 Gen 2 (Type-A), 3xUSB 3.2 Gen 1 (Type-A), 2xUSB 2.0 (Type-A), 1xOptical S/PDIF out, Audi
Мережевий адаптер:
10/100/1000/2500
Інше
Потужність БЖ, ВА/Вт:
850"
ARTLINE Gaming X96 (X96v80),110 965 – 115 050 грн,https://hotline.ua/ua/computer-nastolnye-kompyutery/artline-gaming-x96-x96v80/,"Десктоп AMD Ryzen 9 5950X 3,4 ГГц ОЗП: 32 ГБ DDR4-3600 HDD: 2000 ГБ SSD: 1000 ГБ Графічний адаптер: NVIDIA GeForce RTX 4080 SUPER 16 ГБ Рік 02.2024",15,N/A,"Бренд:
ARTLINE
Тип:
Десктоп
Чіпсет:
AMD B550
Процесор
Тип процесора:
AMD Ryzen 9 5950X
Частота, GHz:
3,4
Кількість ядер:
16
Операційна система
Встановленою ОС:
Без ОС
Оперативна пам'ять
Обсяг оперативної пам'яті, ГБ:
32
Стандарт:
DDR4-3600
Накопичувачі
Об'єм жорсткого диска, ГБ:
2000
Обсяг SSD, ГБ:
1000
Інтерфейс:
NVMe, SATA III
Графічний адаптер
Графічний чіпсет:
NVIDIA GeForce RTX 4080 SUPER
Об'єм пам'яті, ГБ:
16
Тип пам'яті:
GDDR6X
Оснащення
Звуковий контролер:
Інтегрований
Зовнішні порти:
1xDisplayPort, 1xHDMI 2.0, 1xRealtek 2.5Gb Ethernet port, 2xUSB 3.2 Gen 2 (Type-A), 3xUSB 3.2 Gen 1 (Type-A), 2xUSB 2.0 (Type-A), 1xOptical S/PDIF out, Audi
Мережевий адаптер:
10/100/1000/2500
Інше
Потужність БЖ, ВА/Вт:
850"
ARTLINE Gaming X96 Windows 11 Home (X96v82Win),113 898 – 118 092 грн,https://hotline.ua/ua/computer-nastolnye-kompyutery/artline-gaming-x96-windows-11-home-x96v82win/,"Десктоп AMD Ryzen 7 7800X3D 4,2 ГГц ОЗП: 32 ГБ DDR5-6000 SSD: 1000 ГБ Графічний адаптер: NVIDIA GeForce RTX 4080 SUPER 16 ГБ 802.11ax, Bluetooth 5.2 Рік 02.2024",15,N/A,"Бренд:
ARTLINE
Тип:
Десктоп
Чіпсет:
AMD B650
Процесор
Тип процесора:
AMD Ryzen 7 7800X3D
Частота, GHz:
4,2
Кількість ядер:
8
Операційна система
Встановленою ОС:
Windows 11 Home
Оперативна пам'ять
Обсяг оперативної пам'яті, ГБ:
32
Стандарт:
DDR5-6000
Накопичувачі
Обсяг SSD, ГБ:
1000
Інтерфейс:
NVMe
Графічний адаптер
Графічний чіпсет:
NVIDIA GeForce RTX 4080 SUPER
Об'єм пам'яті, ГБ:
16
Тип пам'яті:
GDDR6X
Оснащення
Звуковий контролер:
Інтегрований
Зовнішні порти:
1xDisplayPort, 1xHDMI, 1xRealtek 2.5Gb Ethernet port, 2xUSB 3.2 Gen 2 (Type-A), 1xUSB 3.2 Gen 2x2 port (Type-C), 1xUSB 3.2 Gen 2 port (Type-C), 4xUSB 2. Audio 3.5mm
Мережевий адаптер:
10/100/1000/2500
Бездротові комунікації:
802.11ax, Bluetooth 5.2
Інше
Потужність БЖ, ВА/Вт:
850"
ARTLINE Gaming Y60 (Y60v40Win),124 354 – 128 934 грн,https://hotline.ua/ua/computer-nastolnye-kompyutery/artline-gaming-y60-y60v40win/,"Десктоп AMD Ryzen 9 7900X 4,7 ГГц ОЗП: 32 ГБ DDR5-6000 SSD: 2000 ГБ Графічний адаптер: NVIDIA GeForce RTX 4080 SUPER 16 ГБ 802.11ax, Bluetooth 5.2 Рік 03.2024",15,N/A,"Бренд:
ARTLINE
Тип:
Десктоп
Чіпсет:
AMD B650
Процесор
Тип процесора:
AMD Ryzen 9 7900X
Частота, GHz:
4,7
Кількість ядер:
12
Операційна система
Встановленою ОС:
Windows 11 Home
Оперативна пам'ять
Обсяг оперативної пам'яті, ГБ:
32
Стандарт:
DDR5-6000
Накопичувачі
Обсяг SSD, ГБ:
2000
Інтерфейс:
NVMe
Графічний адаптер
Графічний чіпсет:
NVIDIA GeForce RTX 4080 SUPER
Об'єм пам'яті, ГБ:
16
Тип пам'яті:
GDDR6X
Оснащення
Звуковий контролер:
Інтегрований
Зовнішні порти:
2xDisplayPort, 1xHDMI, 1xRealtek 2.5Gb Ethernet, 1xUSB 3.2 Gen 2 (Type-A), 1xUSB 3.2 Gen 2 (Type-C), 2xUSB 3.2 Gen 1 (Type-A), 4xUSB 2.0 (Type-A), Audio 2
Мережевий адаптер:
Інтегрований
Бездротові комунікації:
802.11ax, Bluetooth 5.2
Інше
Потужність БЖ, ВА/Вт:
1000"
ARTLINE Gaming X96 Windows 11 Home (X96v79Win),120 141 – 124 566 грн,https://hotline.ua/ua/computer-nastolnye-kompyutery/artline-gaming-x96-windows-11-home-x96v79win/,"Десктоп AMD Ryzen 9 5950X 3,4 ГГц ОЗП: 64 ГБ DDR4-3600 SSD: 2000 ГБ Графічний адаптер: NVIDIA GeForce RTX 4080 SUPER 16 ГБ Рік 02.2024",15,N/A,"Бренд:
ARTLINE
Тип:
Десктоп
Чіпсет:
AMD B550
Процесор
Тип процесора:
AMD Ryzen 9 5950X
Частота, GHz:
3,4
Кількість ядер:
16
Операційна система
Встановленою ОС:
Windows 11 Home
Оперативна пам'ять
Обсяг оперативної пам'яті, ГБ:
64
Стандарт:
DDR4-3600
Накопичувачі
Обсяг SSD, ГБ:
2000
Інтерфейс:
NVMe
Графічний адаптер
Графічний чіпсет:
NVIDIA GeForce RTX 4080 SUPER
Об'єм пам'яті, ГБ:
16
Тип пам'яті:
GDDR6X
Оснащення
Звуковий контролер:
Інтегрований
Зовнішні порти:
1xDisplayPort, 1xHDMI 2.0, 1xRealtek 2.5Gb Ethernet port, 2xUSB 3.2 Gen 2 (Type-A), 3xUSB 3.2 Gen 1 (Type-A), 2xUSB 2.0 (Type-A), 1xOptical S/PDIF out, Audi
Мережевий адаптер:
10/100/1000/2500
Інше
Потужність БЖ, ВА/Вт:
850"
ARTLINE Gaming X96 Windows 11 Home (X96v80Win),115 779 – 120 042 грн,https://hotline.ua/ua/computer-nastolnye-kompyutery/artline-gaming-x96-windows-11-home-x96v80win/,"Десктоп AMD Ryzen 9 5950X 3,4 ГГц ОЗП: 32 ГБ DDR4-3600 HDD: 2000 ГБ SSD: 1000 ГБ Графічний адаптер: NVIDIA GeForce RTX 4080 SUPER 16 ГБ Рік 02.2024",15,N/A,"Бренд:
ARTLINE
Тип:
Десктоп
Чіпсет:
AMD B550
Процесор
Тип процесора:
AMD Ryzen 9 5950X
Частота, GHz:
3,4
Кількість ядер:
16
Операційна система
Встановленою ОС:
Windows 11 Home
Оперативна пам'ять
Обсяг оперативної пам'яті, ГБ:
32
Стандарт:
DDR4-3600
Накопичувачі
Об'єм жорсткого диска, ГБ:
2000
Обсяг SSD, ГБ:
1000
Інтерфейс:
NVMe, SATA III
Графічний адаптер
Графічний чіпсет:
NVIDIA GeForce RTX 4080 SUPER
Об'єм пам'яті, ГБ:
16
Тип пам'яті:
GDDR6X
Оснащення
Звуковий контролер:
Інтегрований
Зовнішні порти:
1xDisplayPort, 1xHDMI 2.0, 1xRealtek 2.5Gb Ethernet port, 2xUSB 3.2 Gen 2 (Type-A), 3xUSB 3.2 Gen 1 (Type-A), 2xUSB 2.0 (Type-A), 1xOptical S/PDIF out, Audi
Мережевий адаптер:
10/100/1000/2500
Інше
Потужність БЖ, ВА/Вт:
850"
